ResturantId,ResturantName,ResturantZone,ResturanantAddress,ResturantTiming
12262,Biryani Kitchen,Bellandur,"26/2, Outer Ring Road, Near Ecospace IT Park, Bellandur, Bangalore","11:45am – 4pm, 6:45pm – 11pm (Mon-Sun)"
12263,Oliver Wraps,BTM,"40, 18th Cross 7th Main, Stage 2, BTM, Bangalore",5pm – 5am (Mon-Sun)
12264,Punjab Xpress,BTM,"5/5,1st main, 3rd Cross Road, Bharathi Layout, Suddagunte Palya, BTM, Bangalore","10:30am – 4pm, 6:30pm – 11pm (Mon-Sat),10am –..."
12265,Hotel The Emirates,BTM,"51/1-3, Opposite Anjaneya Temple, Madiwala, BTM, Bangalore",12noon – 1am (Mon-Sun)
12266,Nirmala Grand,Electronic City,"671 C, AECS Layout, Singasandra, Electronic City, Bangalore",8am – 11pm (Mon-Sun)
12267,The Lassi Park,Jayanagar,"22nd Cross, New Diagonal Road, Opposite N MKRV Womens College, 3rd Block, Jayanagar, Bangalore",12noon – 12midnight (Mon-Sun)
12268,Kairali,BTM,"11, Near Aiyappa Temple, Madivala, BTM, Bangalore",8am – 11pm (Mon-Sun)
12269,Food Around,BTM,"32, Krishna Industrial Area, Christ Lane, Tavarekere Road, Opposite Forum Mall, BTM, Bangalore","12noon – 3:30pm, 6:30pm – 11:30pm (Mon, Thu..."
12270,Mughal Samraj,Electronic City,"Shop 1, B. N Chandrappa Building 904, Krishna Reddy Layout, Konappana Agrahara, Electronic City, Bangalore","6am – 9am, 6pm – 3am (Mon-Sun)"
12271,Gowdara Mudde Mane,Kanakapura Road,"24, 1st Main, 1st Cross, Manjunath Nagar, Ragunalli, Kanakapura Road, Bangalore","7am – 4pm, 6:30pm – 10:30pm (Mon-Sun)"
12272,Nellore Bhojanam,Bannerghatta Road,"Near Fortis Hospital, Opposite IBM, Bannerghatta Road, Bangalore","12noon – 12midnight (Mon-Fri),12noon – 11:30pm..."
12273,Healthy Chef,Kumaraswamy Layout,"26, Rooftop, 14 Main Road, 1st Stage, Near Police Station, Kumaraswamy Layout, Bangalore",1am – 11pm (Mon-Sun)
12274,Thalassery Food Court,Bannerghatta Road,"Near SR Dental College, Opposite Anand Valmark, Hulimavu, Bannerghatta Road, Bangalore",11am – 11:30pm (Mon-Sun)
12275,ibaco,HSR,"1504, 19th Main Road, Near TVS Kubera Motors, Sector 4, HSR, Bangalore",11am – 11:45pm (Mon-Sun)
12276,Baker's Home Cakes & Desserts,Bellandur,Delivery Only,11am – 9pm (Mon-Sun)
12277,Waffle Stories,Jayanagar,"797, Annapurna, Opposite Hande Hall, 10th Main, 35th Cross, 4th Block, Jayanagar, Bangalore",11am – 12:30am (Mon-Sun)
12278,Brundhavana Pure Veg,JP Nagar,"83, Kothnur Main Road, Rajathadri Layout, 7th Phase, JP Nagar, Bangalore",8am – 10pm (Mon-Sun)
12279,Caf-Eleven,Banashankari,"111, Sapphire Toys Building, 100 Feet Ring Road, Banashankari, Bangalore",11am – 11pm (Mon-Sun)
12280,Kolkata Kitchen - A Unit Of The Spice Tree,Electronic City,"Krishnappa Building, Ground Floor, Opposite Wipro Gate 12, Neeladri Road, Phase 1, Electronic City, Bangalore",12noon – 11pm (Mon-Sun)
12281,Cafe Happytizing,Electronic City,"7, 2nd Floor, Ganga Enclave, Neeladri Road, Doddathoguru Village, Electronic City, Bangalore","12noon – 11:30pm (Mon-Thu),10am – 11:30pm (Fri-Sun)"
12282,The Rasaganga,Bellandur,"35, Near Eco Space, Outer Ring Road, Bellandur, Bangalore",7:15am – 10:30pm (Mon-Sun)
12283,Willys Top Cafe,Jayanagar,"23, 3rd Floor, 26th Main Road, Opposite Ragigudda Arch, 9th Block Jayanagar, Bangalore","11:01am – 11pm (Mon),11am – 11pm (Tue, Thu, Fri..."
12284,Homemade Meal Box - VS,Sarjapur Road,"G-02, Ground Floor, Abhee Lotus, Radha Reddy Layout Road, Doddakannelli, Sarjapur Road, Bangalore","10am – 12midnight (Mon-Fri),12:01am – 2am, 10am..."
12285,365 Biryani,Bellandur,"Sai Saburi Complex, Outer Ring Road, Apolo Clinic, Bellandur, Bangalore",11am – 10:30pm (Mon-Sun)
12286,Natti Donne Biryani House,Electronic City,"50/27, Near Bhel Velankani, Tech Park Road, Doddathogur Village, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12287,Equinox Bar - DoubleTree Suites By Hilton,"DoubleTree Suites By Hilton, Sarjapur Road","DoubleTree Suites by Hilton, Iblur Gate, Outer Ring Road, Sarjapur Road, Bangalore",11am – 12midnight (Mon-Sun)
12288,Mark Kitchen,BTM,"11, 8th Cross, 5th Main, 60Ft Road, Jai Bheema Nagar, BTM, Bangalore","12noon – 6:30pm, 7pm – 3am (Mon-Sun)"
12289,I M Hungry Saver,Bommanahalli,"16, 1st Floor, 12th D, Brahmaputra Cross, Behind Vinayak Hospital, Kaveri Nagar, Kodi Chikkanna, Bommanahalli, Bangalore",7am – 12midnight (Mon-Sun)
12290,Donne Biryani Angadi Mane,BTM,"Shop 2, Plot 25, Paradigm Crystal, NS Palya, 7th Main, 18th Cross, 2nd Stage, BTM, Bangalore",11:30am – 1am (Mon-Sun)
12291,Vishal Foods,Bellandur,"71/1, Doddakannalli Village, Near RMZ Ecospace, Bellandur, Bangalore","11am – 1am, 4am – 10pm (Mon-Fri),Closed (Sat-Sun)"
12292,Sunday Samayal Kitchen,Electronic City,"Shop 3, Manjunath Reddy Building, Near S K Aster Apartment, Electronic City, Bangalore","11:30am – 9:30pm (Mon),12noon – 9:30pm (Tue-Sun)"
12293,Litti Hub,Sarjapur Road,"Muthanallur Cross, Dommasandra, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
12294,Tea House,HSR,"1190, 22nd Cross. 24th Main Road, 2nd Sector, HSR Layout, HSR, Bangalore",7am – 2am (Mon-Sun)
12295,Gowdru Hatti Family Restaurant,Electronic City,"3, SNN Raj, Sai Meadows, Silver County Road, Parappana Agrahara, Electronic City, Bangalore",6am – 12midnight (Mon-Sun)
12296,Orange The Juice Generation,Banashankari,"496, CJ Venkatesh Das Road, Padmanabhanagar, Banashankari, Bangalore",8am – 11pm (Mon-Sun)
12297,Onions,HSR,"206/1, Kudlu Road, Reliable Tranquil Layout, Near Fresh Co Hypermarket, HSR, Bangalore","7am – 11am, 4pm – 10:30pm (Mon, Wed, Thu, Fri..."
12298,Rajathadri Food Fort,Jayanagar,"19/49, Near National College, 2nd Main, 31st Cross, 7th Block, Jayanagar, Bangalore",8:30am – 10:30pm (Mon-Sun)
12299,Yumlane Pizza,Bannerghatta Road,"Shop 130/133, Hulimavu Main Road, 2nd Cross, Pai Layout, Bannerghatta Road, Bangalore",10am – 4am (Mon-Sun)
12300,The Platonic Cafe,Electronic City,"20, KVG Avenue, 1st Phase, Sai Baba Temple Street, Electronic City, Bangalore",9:30am – 11pm (Mon-Sun)
12301,Chai Resto,HSR,"2340, 17th Cross, 24th Main, Opposite Basaveshwara Gayathri Temple, Sector 1, HSR Layout, Bangalore",8am – 11pm (Mon-Sun)
12302,Ande Ka Funda,JP Nagar,"20/1, Ayodhya Rama Main Road, Sarakki 1st Phase, JP Nagar, Bangalore",9am – 10:30pm (Mon-Sun)
12303,Kamat Bugle Rock,Basavanagudi,"1, 5th Main Road, Bull Temple Road, Basavanagudi, Bangalore","12noon – 4pm, 8pm – 11:30pm (Mon-Sun)"
12304,Roti's Ghar,Bellandur,"19, Near Brindavan Sapthagiri Apartment, Bellandur, Bangalore",11am – 11pm (Mon-Sun)
12305,Spice Code,JP Nagar,"47/1, 9th Main, 1st Cross, Mini Forest, Phase 3, JP Nagar, Bangalore","6:30am – 4pm, 6pm – 11pm (Mon-Sun)"
12306,Sagar Grand,Bannerghatta Road,"123, 5th Cross Road, Arakere Gate, Araka Mico Layout, Arekere, Bannerghatta Road, Bangalore",7am – 10:30pm (Mon-Sun)
12307,Hotel Salam,HSR,"38/3, Opposite Salarpuria Serenity, Mangamannapalya Main Road, Bommanahalli, HSR, Bangalore",9am – 11pm (Mon-Sun)
12308,Kannoor Restaurant,BTM,"4, Maruthi Nagar Main Road, Zuzuvadi, Madiwala, 1st Stage, BTM Layout, Bengalore",7am – 3am (Mon-Sun)
12309,Sreeraj Lassi Bar,Jayanagar,"196, 8th E Main, 27th Cross, 3rd Block, Suraj Plaza, Jayanagar, Bangalore",10:30am – 11pm (Mon-Sun)
12310,Bowl@100,BTM,"80, 36th Main, Dollars Scheme, Madiwala, BTM, Bangalore",11am – 4am (Mon-Sun)
12311,Chatter Platter,BTM,"No. 357, 6th Cross, 29th Main Lake Road, Stage 2, BTM, Bangalore",7am – 11:30pm (Mon-Sun)
12312,Indori  Zaika,HSR,"672, 13th Cross, Sector 1, 27th Main, HSR, Bangalore","7am – 5pm, 7pm – 1am (Mon-Sun)"
12313,Baba Ka Dhaba,BTM,"NS Palya, 4th Phase, Near Shoppers Stop, BTM, Bangalore",8:30am – 11pm (Mon-Sun)
12314,EC Dine Restaurant,Electronic City,"Velankani Drive, Electronic City, Phase 1, Bangalore",7am – 11pm (Mon-Sun)
12315,Hangout Multi Cuisine Restaurant,Bannerghatta Road,"1st Floor, Sitaram Complex, Opposite IIM Main Gate, Bannerghatta Road, Bangalore",7am – 12midnight (Mon-Sun)
12316,Estaa Sweets,Sarjapur Road,"116/9, Doddakanelli Village, Opposite Rbd Layout, Near Wipro Corporate Office, Sarjapur Road, Bangalore",9am – 10pm (Mon-Sun)
12317,Jcubez,Banashankari,"1431, 22nd Cross, Near BDA Complex, 2nd Stage, Banashankari, Bangalore","11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –..."
12318,Nadan Thattukada,BTM,"Near AVS School, Cashier Layout, BTM, Bangalore",8am – 11:30pm (Mon-Sun)
12319,Lo!- Low Carb & Keto Foods,HSR,"Building 104, G2, Ground Floor, 5th Sector, HSR, Bangalore",8:30am – 11pm (Mon-Sun)
12320,Amazing Kati Roll's,HSR,"226, Sai Anugraha, Ground Floor, Opposite Oxford College, 17th Main, 4th Sector, HSR Layout, HSR, Bangalore","11am – 12midnight (Mon, Sat, Sun), 11am – 11pm..."
12321,Beijing Bites,BTM,"956, N.S Plaza, 16th Main Road, 2nd Stage, BTM, Bangalore","12noon – 4pm, 7pm – 11pm (Mon-Sun)"
12322,MBR Biriyani County,Bommasandra,"256/B, Near Narayana Hrudayalaya, Bommasandra Industrial Area, Bommasandra, Bengaluru",10am – 10:30pm (Mon-Sun)
12323,Vyanjan,BTM,"744, 13th Main, 7th Cross, 2nd Stage, BTM, Bangalore","1pm – 11pm (Mon, Wed, Thu, Fri), 7pm – 11pm..."
12324,Shakes Wagon,Electronic City,Delivery Only,11am – 11:30pm (Mon-Sun)
12325,Peachy's Cafe,Sarjapur Road,"Site 71, Chambenahalli Village,Sarjapur Road,Anekal Tq,Chambenahalli Village,Anekal Bangalore","9am – 9pm (Mon, Wed, Thu, Fri, Sat, Sun), 1:30pm..."
12326,Body Temple,BTM,"Old Madiwala, 1st Stage, BTM Layout 1, BTM, Bangalore",10:30am – 11pm (Mon-Sun)
12327,Fabcafe By Fabindia,Sarjapur Road,"Survey 14 & 19, Ground Floor, Prestige Pegasus, Ambalipura, Kaikondanahalli, Vatur Hobli, Sarjapur Road, Bangalore",8:30am – 10:30pm (Mon-Sun)
12328,MDP Coffee House,HSR,"#1207, Ground Floor, 22nd Cross, HSR Club Road, Sector 3, HSR, Bangalore",7am – 9:30pm (Mon-Sun)
12329,Cholo Jai Kolkata,Sarjapur Road,"65/1, Shree Complex, Kaikondrahalli, Sarjapur Road, Bangalore","11am – 11pm (Mon, Wed, Thu, Fri, Sat, Sun), 6pm..."
12330,Cafe Kabana,Bannerghatta Road,"941/1, Hulimavu Main Road, Bannerghatta Road, Bangalore",11am – 11pm (Mon-Sun)
12331,Captain Olive,BTM,"2nd Floor, #43, 7th Main, Second Stage, BTM, Bangalore",11am – 4am (Mon-Sun)
12332,Ballagiri Gowdru Biryani,JP Nagar,"34 A, Raynaauv Mansion, Phase 7, 6th Main, Puttenahalli Road, JP Nagar, Bangalore",10am – 8:30pm (Mon-Sun)
12333,Pait Mange More,Electronic City,"Flat 403, Aarna Enclave, Anantha Nagar, Huskur Gate, Dhruv Dhama Layout, Electronic City, Bangalore",10am – 10pm (Mon-Sun)
12334,Delna's Kitchen - Fresh Leaves,JP Nagar,"72, Pramukha Apartment, Phase 7, JP Nagar, Bangalore","11:30am – 10:30pm (Mon, Tue, Thu, Fri, Sat, Sun)..."
12335,Ultra Biryani Paradise,Kumaraswamy Layout,"1529, 14th Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","11:45am – 4:30pm, 7:30pm – 11:30pm (Mon-Sun)"
12336,4K Biryani,HSR,Delivery Only,"11:30am – 4:30pm, 6:30pm – 11pm (Mon-Sun)"
12337,Big Mishra Pedha,Jayanagar,"1/72, 27th Cross, Opposite To Janatha Bazar, 4th Block, Jayanagar, Bangalore",8am – 11pm (Mon-Sun)
12338,Raghavendra Upahara,Jayanagar,"1230, 26th Main, 9th Block, Jayanagar, Bangalore",7am – 10:30pm (Mon-Sun)
12339,Snakk That,HSR,"Shop 789, Sai Samruddhi, ITI Layout, Sector 7, HSR, Bangalore","12:30pm – 10:30pm (Mon, Wed, Thu, Fri, Sat, Sun)..."
12340,Green Go,"Vega City, Bannerghatta Road","3rd Floor, Unit TF-K-02 Kiok Vega City Mall, Bannerghatta Road, Bangalore",11am – 10:30pm (Mon-Sun)
12341,Cream Artisan,BTM,"287, 288, 7th Main Road, Stage 2, BTM, Bangalore",10am – 12midnight (Mon-Sun)
12342,Chatori Tongue,Sarjapur Road,"49, Carmelaram, Hadosiddapura, Sarjapur Road, Bangalore",9am – 10pm (Mon-Sun)
12343,Punjabi Dawat,Bellandur,"33/1, 33/2 Bellendur Outer Ring Road, Bellandur, Bangalore",11am – 12midnight (Mon-Sun)
12344,Atithi Aramane Veg,Bellandur,"56, Near Passport Office, Outer Ring Road, Bellandur, Bangalore",7am – 10pm (Mon-Sun)
12345,Paratha Chai,Sarjapur Road,"1/1 Junnasandra Village, Kasavanahalli, Sarjapur Road, Bangalore",8am – 11pm (Mon-Sun)
12346,Chennai A&B Cafe,HSR,"1694, 19th Main Road, Sector 2, HSR Layout, Bangalore",12noon – 11pm (Mon-Sun)
12347,Paratha Plaza,JP Nagar,"20/1, 24th main, J.P. Nagar 7th Phase, JP Nagar, Bangalore","11am – 4pm, 6pm – 11pm (Mon-Sun)"
12348,Smoothie Walker,HSR,"Door B1, Building 293, 1st Floor, 4th Cross Road, 10th Main, ITI Layout, Sector 7, HSR, Bangalore",11am – 3am (Mon-Sun)
12349,Burger Zone,Electronic City,"156, 3rd Cross, Electronic City, Bangalore",8am – 10pm (Mon-Sun)
12350,Parivar,Jayanagar,"150/A, 11th Main, 4th Block, Jayanagar, Bangalore",11am – 11:30pm (Mon-Sun)
12351,Strada Kitchen and Bar - Southend By TGI,Bommasandra,"21, 5th Cross, Vidyanagar, Hosur Road, Bommansadra, Bengaluru",11am – 11pm (Mon-Sun)
12352,Aramane Donne Biriyani,Banashankari,"94, Katriguppe Main Road, Opposite Pai Showroom, Banashankari, Bangalore",11am – 11pm (Mon-Sun)
12353,Royal Paris,BTM,"Opposite Federal Bank, Chocolate Factory Road, Tavarekere Main Road, BTM, Bangalore","12midnight – 1am, 12noon – 12midnight (Mon-Sun)"
12354,Rajasthani Charbhuja Restaurant,Electronic City,"183, 1st Floor, 12th Cross, Neeladri Nagar, Phase 1 Electronic City, Bangalore","12noon – 4pm, 7pm – 11pm (Mon-Sun)"
12355,Karavali Fishland,Electronic City,"36/1,Venugopal Swamy Building, Hosur Road, Electronic City, Bangalore","11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –..."
12356,Andhra Vilaas,Sarjapur Road,"17/1, Shruthi PG, Bellundat Gate, Opposite Spring Field Apartments, Sarjapur Road, Bangalore",7am – 11:30pm (Mon-Sun)
12357,Karachi Bakery,Sarjapur Road,"Khata 541/569/629/18/2A, Survey 18/2A, GRS Towers, BBMP, Ambalipura Village, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
12358,RoadRunner,Bannerghatta Road,"1434/86/2, Arekere, Krishna Reddy Layout, Venugopalreddy Layout, Bannerghatta Road, Bangalore",6am – 2am (Mon-Sun)
12359,Hanumanthanagar Biryani Junction,Banashankari,"Opposite SVC Bank, Mount Joy Road, Hanumanth Nagar, Banashankari, Bangalore",11am – 11pm (Mon-Sun)
12360,Sandwich Eats,HSR,"E117/1, First Floor, 22nd Cross, 3rd Sector, HSR Club Road, Ellukunte, HSR, Bangalore",8:30am – 10:30pm (Mon-Sun)
12361,Bake and Juice,BTM,"Shop 29, 8th Cross, SG Palya Main Road, DRC Post, Venkateshwara Layout, S.G. Palya, BTM, Bangalore",11am – 11:30pm (Mon-Sun)
12362,Tandoori Knight,Banashankari,"34, 22nd Main, 22nd Cross, Opposite BDA, 2nd Stage, Banashankari, Bangalore",11am – 11pm (Mon-Sun)
12363,Srinivasa Brahmins Bakery,Basavanagudi,"125, 1st Floor, Abalashram Building, DV Gundappa Road, Basavanagudi, Bangalore","9am – 2:30pm, 4pm – 9:30pm (Mon-Sat),Closed (Sun)"
12364,Banashankari Nati Style,Kanakapura Road,"02, Manikanth Nilaya, Konakute Cross, Kanakapura Road, Bangalore",11am – 11pm (Mon-Sun)
12365,Udupi Upachar,Banashankari,"5, Zaina Towers, 9th Main, Yarab Nagar, Main Road, Banashankari, Bangalore",7am – 10:30pm (Mon-Sun)
12366,Cupcake Noggins,HSR,"2607, 16th Cross Road, 1st Sector, HSR, Bangalore",10am – 10pm (Mon-Sun)
12367,De Thaali,Jayanagar,"137/4, 8th Main Road, 27th Cross, Jayanagar, Bangalore",10am – 10pm (Mon-Sun)
12368,Taj Coastal,Jayanagar,"29/1, 30th Cross, 4th T Block, Thilknagar, Jayanagar, Bangalore","11am – 3:30pm, 7pm – 11pm (Mon-Sun)"
12369,Mirapakayi,Uttarahalli,"58/1, Uttharhalli Main Road, Chikkalsandra, Uttarahalli, Bangalore",11am – 11:30pm (Mon-Sun)
12370,FOOD BANK,JP Nagar,"118, 1st Main, 4th Cross, Krishnam Raju Layout, Bilekahalli, 7th Phase, JP Nagar, Bangalore","11:30am – 3:30pm, 5pm – 11:30pm (Mon-Sun)"
12371,Kumarakom,HSR,"23, 14th Main, Opposite BDA Complex, 4th Sector, HSR, Bangalore","12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
12372,NIC - Natural Ice Creams,JP Nagar,"33, 4th Cross, 5th Main Road, Navodya Nagar, JP Nagar, Bangalore",12noon – 11pm (Mon-Sun)
12373,Mulabagilu Dosa,Uttarahalli,"116, 5th Cross, T.G.Layout Ittamdu, B.S.K 3rd Stage, Uttarahalli, Bangalore",7am – 10pm (Mon-Sun)
12374,36th Cross Coffee Mane,Jayanagar,"10th Main, 36th Cross, Jayanagar 4th Block, Jayanagar, Bangalore",7am – 10pm (Mon-Sun)
12375,Bhukkhad Baba,JP Nagar,"107 & 108, 1st Floor, K R Layout, 6th Phase, Puttenahalli Main Road, JP Nagar, Bangalore","11am – 4pm, 6pm – 10:30pm (Mon, Tue, Thu, Fri..."
12376,Panchami Garden,Bannerghatta Road,"56/1, Near Airtel Office, Stage 1, Bannerghatta Road, Bangalore",7am – 10:30pm (Mon-Sun)
12377,Fillers,Bannerghatta Road,"196, Arekere, Opposite Mantri Paradise Appartment, Bannerghatta Road, Bangalore","8am – 2pm, 5pm – 3am (Mon, Tue, Thu, Fri, Sat..."
12378,RotiCurry,"Krishna Kuteer, HSR","17G, 18th Cross, 3rd Sector, HSR, Bangalore",12noon – 11pm (Mon-Sun)
12379,Pizza Republic,Electronic City,"3, Ajmera Avenue, Neeladri Road, Phase 1, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12380,Antarastriya,Basavanagudi,"26/1-1, Bugle Rock Road, DVG Road, Gandhi Bazaar, Basavanagudi, Bangalore",12noon – 10pm (Mon-Sun)
12381,Roti Ghar Ki,Bellandur,"110, Green Glen Layout, Near DSR Fairmont Apartments, Bellandur, Bangalore","11am – 12midnight (Mon),11am – 11pm (Tue-Sun)"
12382,Dhaba69,HSR,"44/4, 3rd Floor, 18th Cross Road, Sector 7, HSR, Bangalore",6pm – 5am (Mon-Sun)
12383,Pensiri Cafe,HSR,"44/4, 3rd Floor, 18th Cross, Rajiv Gandhi Nagar, HSR Layout Sector 7, HSR, Bangalore","Closed (Mon),8am – 5am (Tue-Sun)"
12384,Zaatar Spice,Electronic City,"734, Mico Main Road, Chennakeshava Nagar, Electronic City, Bangalore",11am – 11pm (Mon-Sun)
12385,Dad's Cookhouse,Sarjapur Road,"House 3/3, 1st Floor, Kasavanahalli Sarjapur Road, Bangalore",9:30am – 11pm (Mon-Sun)
12386,Hotel Sanman,Basavanagudi,"20, R.V. Road, Near South End Circle Metro Station, Basavanagudi, Bangalore",10am – 10pm (Mon-Sun)
12387,Dakshin Cafe,JP Nagar,"53/1, Dr. Vivekananda Layout, 3rd Main Road, Santrupthi Nagar, 7th Phase, JP Nagar, Bangalore",7am – 9:30pm (Mon-Sun)
12388,Magic Chicken,Kumaraswamy Layout,"2nd Cross, Subash Chandra Bose Road, Kumaraswamy Layout, Bangalore",12:30pm – 11pm (Mon-Sun)
12389,Shakes Theory,Jayanagar,"766/25 1, 47th A Cross, Near Sangam Circle, Adarsh Gardens Apartments Road, 8th Block, Jayanagar, Bangalore",12noon – 11pm (Mon-Sun)
12390,RBP Greens Garden,BTM,"67, 13th Main, Mahadeshwara Nagar, NS Palya, 2nd Stage, BTM, Bangalore",11am – 11:30pm (Mon-Sun)
12391,Mumbai Xpress,Bellandur,"4th Cross, Bellandur, Annaiah Reddy Layout, Opposite Mahaganapathi Temple, Bellandur, Bangalore",11am – 10:30pm (Mon-Sun)
12392,Biryani Villa,Kumaraswamy Layout,"Shop 2, 173, Dayanand Sagar College Road, Teachers Colony, Bendre Nagar, Kumaraswamy Layout, Bangalore",10pm – 11pm (Mon-Sun)
12393,Grill Yaari,Bannerghatta Road,"Omkar Nagar, Arekere, Bannerghatta Road, Bangalore",11am – 11:30pm (Mon-Sun)
12394,Tibet Kitchen,Electronic City,"13, Opposite Ajmera Apartment, Neeladari Road, Phase 1, Electronic City, Bangalore",12noon – 10:30pm (Mon-Sun)
12395,India Garden,Electronic City,"22, Canara Bank Building, 3rd Cross, Surya Park Road, Electronic City, Bangalore",8am – 3am (Mon-Sun)
12396,Hotel Palace,HSR,"MG Palaya Road, Bommanahalli, HSR, Bangalore","10am – 11:30pm, 12midnight – 12:30am (Mon-Sun)"
12397,Dr. Bubbles,Jayanagar,"12 & 12/1, Ground Floor, 10th B Main, 31st Cross Road, 4th Block, Jayanagar, Bangalore",11:30am – 11:30pm (Mon-Sun)
12398,Raja Gobi Centre,JP Nagar,"17th C Cross Rd, 5th Phase, JP Nagar, Bangalore",5pm – 9:30pm (Mon-Sun)
12399,Tadkawala,BTM,"10, Property 39, 40, 41, 42, Ground Floor, 3rd Cross Road, Narayanappa Garden, BTM, Bangalore",12noon – 2am (Mon-Sun)
12400,Bahut Swaad Hai,Bellandur,"482/7, Near Trinity Meadows, Bellandur, Bangalore","11am – 4pm, 6pm – 2am (Mon-Sun)"
12401,Curry Bowl Inc.,BTM,"4, 4th A Main Road, Chikkadugodi Extension, BTM, Bangalore",7pm – 5am (Mon-Sun)
12402,Chai Sutta Bar,Basavanagudi,"2, Champaka Mansion, V.v.puram, National High School Road, Vishweshwarapura, Near Jain College, Basavanagudi, Bangalore",11am – 11pm (Mon-Sun)
12403,Sultans Palace Cafe,Electronic City,"360, Sapna Arcade, 3rd Floor, Neeladri Nagar Main Road, Doddathogur, Near Ajmera Infinity, Electronic City, Bangalore",12noon – 11pm (Mon-Sun)
12404,Green Days,Sarjapur Road,"779/71, First Floor, Near Bata Showroom, Kaikondrahalli, Sarjapur Road, Bangalore",7am – 2am (Mon-Sun)
12405,Biryani Special,JP Nagar,"71-72, 5th A Cross, 3rd Main Road, Hanumagiri Nagar, Chikkalasandra, JP Nagar, Bangalore",11am – 3am (Mon-Sun)
12406,MOMOPOLY,Sarjapur Road,"53/2, SL 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",7am – 3am (Mon-Sun)
12407,Kaaka T Cafe,BTM,"Ground Floor, Sona Towers, Besides Christ College, Hosur Main Road, BTM, Bangalore",8am – 10:30pm (Mon-Sun)
12408,Soup Up,Sarjapur Road,"53/2, Sl 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",11am – 11pm (Mon-Sun)
12409,Dhaba Square,JP Nagar,"1, Kothnur Main Road, Nataraja Layout, 7th Phase, Santrupthi Nagar, Arekere, JP Nagar, Bangalore",11am – 11pm (Mon-Sun)
12410,VT Foods,BTM,"16, 29th Main Road, Kuvempu Nagar, 2nd Stage, BTM, Bangalore",6:30am – 11:30pm (Mon-Sun)
12411,Bun Maska Chai,Sarjapur Road,"53/2, Sl 319, Doddakannelli Village, Varthur Hobli, Sarjapur Road, Bangalore",9am – 9pm (Mon-Sun)
12412,Parantha Pundit,HSR,"855/1, OYO Townhouse 049, 5th floor, 22nd Cross Road, Sector 3, HSR, Bangalore",8am – 11pm (Mon-Sun)
12413,Everest Platter,Banashankari,"House 530, Deve Gowda Petrol Bunk Banashankari, Bangalore",6pm – 3am (Mon-Sun)
12414,Lassi Ghar,Bannerghatta Road,"3957/1, Gottigere, Bannerghatta Road, Bangalore","10:45am – 10:30pm (Mon),10:45am – 10:15pm (Tue-Sun)"
12415,#94 Junction,Banashankari,"108, 80 Feet Road, Mysore Bank Colony, Srinivasnagar, Banashankari, Bangalore","10:30am – 10:30pm (Mon, Wed, Thu, Fri, Sat, Sun)..."
12416,Biriyani Paradise,BTM,"21, Mahalashmi Complex, Hosur Road, Adugodi, BTM, Bangalore",11:30am – 10:30pm (Mon-Sun)
12417,Reddy's Paradise,HSR,"1131, 17th Cross, 7th Sector, Near Vasan Eye Clinic, HSR, Bangalore",12noon – 12midnight (Mon-Sun)
12418,Angiie's Cafe,Sarjapur Road,"605, 2nd Main, KPC Layout, Opposite SJR Verity, Kasavanahalli Main Road, Sarjapur Road, Bangalore",8am – 9pm (Mon-Sun)
12419,Jayanagara Donne Biryani,Jayanagar,"28, East End Main Road, Near Pump House, Jayanagar, Bangalore",11am – 10:45pm (Mon-Sun)
12420,Savoury Restaurant,BTM,"84, Hosur Main Road, Madivala, BTM, Bangalore",8am – 1am (Mon-Sun)
12421,Momo Junction,Bannerghatta Road,"1058, Sobha Arcade, Bilekahalli, Vijaya Bank Layout, Bannerghatta Road, Bangalore",5pm – 10pm (Mon-Sun)
12422,Shakes And Scoops,Electronic City,"Near Best E City Hospital, Doddathoguru, Electronic City, Bangalore",10:30am – 11:30pm (Mon-Sun)
12423,Bangarpet Chats,Banashankari,"408, 7th Main, 50 Feet Road, Hanumanth Nagar, Banashankari, Bangalore",4pm – 9pm (Mon-Sun)
12424,Gymers Joint,Kumaraswamy Layout,"1330, 50 Feet Main Road, 1st Stage, Kumaraswamy Layout, Bangalore","7am – 9:30pm (Mon-Sat),7am – 12noon (Sun)"
12425,Rolls And Smoothies Adda,Electronic City,"Nanjunda Reddy Building, 1st Floor, Dodda Thogur Main Road, Opposite Velankani Gate 2, Electronic City, Bangalore",10:30am – 11:30pm (Mon-Sun)
12426,Utsav,Banashankari,"46, 80 Feet Road, 3rd Stage, Banashankari, Bangalore","12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)"
12427,Utopia Food Fiesta,JP Nagar,"1914, Ground Floor, 2nd Cross, Royal County Layout, 8th Phase, Near Chaitanya School, JP Nagar, Bangalore",11am – 10:30pm (Mon-Sun)
